University;scores_overall_rank;scores_teaching_rank;scores_research_rank;scores_citations_rank;scores_industry_income_rank;scores_international_outlook_rank;record_type;member_level;url;nid;location;stats_number_students;stats_student_staff_ratio;stats_pc_intl_students;stats_female_male_ratio;aliases;subjects_offered;closed;unaccredited;disabled
RUDN University;7590;335;687;1093;1481;401;master_account;0;/world-university-rankings/rudn-university;131343;Russian Federation;22.866;15,6;32%;59:41:00;RUDN University;Civil Engineering,Mathematics & Statistics,Business & Management,Mechanical & Aerospace Engineering,Chemistry,Accounting & Finance,Architecture,Veterinary Science,Economics & Econometrics,Medicine & Dentistry,Physics & Astronomy,History, Philosophy & Theology,Chemical Engineering,Communication & Media Studies,Art, Performing Arts & Design,General Engineering,Geology, Environmental, Earth & Marine Sciences,Psychology,Electrical & Electronic Engineering,Sport Science,Geography,Other Health,Politics & International Studies (incl Development Studies),Sociology,Archaeology,Biological Sciences,Law,Languages, Literature & Linguistics,Computer Science,Agriculture & Forestry,Education;False;False;True
Sultan Qaboos University;7720;805;721;726;1082;350;master_account;0;/world-university-rankings/sultan-qaboos-university;131572;Oman;7.512;9,2;4%;50:50:00;Sultan Qaboos University;Languages, Literature & Linguistics,Mathematics & Statistics,History, Philosophy & Theology,General Engineering,Psychology,Mechanical & Aerospace Engineering,Archaeology,Art, Performing Arts & Design,Chemical Engineering,Civil Engineering,Physics & Astronomy,Sociology,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Computer Science,Architecture,Geography,Veterinary Science,Business & Management,Other Health,Economics & Econometrics,Biological Sciences,Law,Politics & International Studies (incl Development Studies),Education,Communication & Media Studies,Electrical & Electronic Engineering,Chemistry;False;False;False
Chiba University;8400;532;774;1181;456;1358;master_account;0;/world-university-rankings/chiba-university;937;Japan;13.832;8,9;6%;38 : 62;Chiba University;Accounting & Finance,Physics & Astronomy,Chemistry,Sport Science,Other Health,Law,Sociology,Art, Performing Arts & Design,General Engineering,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Mechanical & Aerospace Engineering,Communication & Media Studies,History, Philosophy & Theology,Electrical & Electronic Engineering,Psychology,Economics & Econometrics,Education,Archaeology,Architecture,Chemical Engineering,Mathematics & Statistics,Biological Sciences,Agriculture & Forestry,Business & Management,Computer Science,Languages, Literature & Linguistics,Civil Engineering,Geography,Politics & International Studies (incl Development Studies);False;False;False
National Taipei University of Technology;9320;862;611;1307;127;1065;master_account;0;/world-university-rankings/national-taipei-university-technology;131306;Taiwan;9.868;15,6;10%;28 : 72;National Taipei University of Technology;Languages, Literature & Linguistics,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,General Engineering,Civil Engineering,Computer Science,Business & Management,Biological Sciences,Electrical & Electronic Engineering,Chemical Engineering,Other Health,Geology, Environmental, Earth & Marine Sciences,Architecture,Mathematics & Statistics;False;False;False
Sogang University;9750;865;452;1225;362;960;master_account;0;/world-university-rankings/sogang-university;939;South Korea;9.688;23,9;19%;47:53:00;Sogang University;Politics & International Studies (incl Development Studies),Chemistry,Electrical & Electronic Engineering,Law,Business & Management,Education,Mechanical & Aerospace Engineering,Chemical Engineering,Communication & Media Studies,Economics & Econometrics,Psychology,Mathematics & Statistics,Languages, Literature & Linguistics,Accounting & Finance,Biological Sciences,Physics & Astronomy,Sociology,History, Philosophy & Theology,Computer Science;False;False;False
Waseda University;9920;512;565;1165;706;680;master_account;6;/world-university-rankings/waseda-university;862;Japan;46.013;14,3;13%;39 : 61;Waseda University Waseda Japan Tokyo;Art, Performing Arts & Design,Other Health,Mathematics & Statistics,Business & Management,Computer Science,Sociology,Education,Architecture,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Communication & Media Studies,Economics & Econometrics,Archaeology,Physics & Astronomy,Law,Civil Engineering,Biological Sciences,Psychology,Languages, Literature & Linguistics,Chemical Engineering,Geography,History, Philosophy & Theology,Chemistry,Medicine & Dentistry,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),General Engineering,Sport Science,Accounting & Finance;False;False;False
Yokohama City University;9970;784;1497;793;607;1542;master_account;0;/world-university-rankings/yokohama-city-university;131820;Japan;5.144;6;3%;55:45:00;Yokohama City University;Mathematics & Statistics,Business & Management,Biological Sciences,Economics & Econometrics,Accounting & Finance,Medicine & Dentistry,Chemistry,Politics & International Studies (incl Development Studies),Sociology,Other Health;False;False;False
University of Chemistry and Technology, Prague;10320;551;1145;1469;882;770;master_account;0;/world-university-rankings/university-chemistry-and-technology-prague;131697;Czech Republic;4.061;8,3;23%;57:43:00;University of Chemistry and Technology, Prague;Chemistry,Business & Management,Education,Mathematics & Statistics,Mechanical & Aerospace Engineering,Biological Sciences,Chemical Engineering,Economics & Econometrics,Accounting & Finance,General Engineering,Geology, Environmental, Earth & Marine Sciences;False;False;False
Czech Technical University in Prague;10370;642;873;1396;773;579;master_account;0;/world-university-rankings/czech-technical-university-prague;131322;Czech Republic;15.663;8,7;21%;30 : 70;Czech Technical University in Prague;Chemical Engineering,Other Health,Economics & Econometrics,Computer Science,Mathematics & Statistics,Civil Engineering,Business & Management,Chemistry,Physics & Astronomy,General Engineering,Biological Sciences,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Accounting & Finance;False;False;False
Al-Farabi Kazakh National University;12070;1013;1508;1515;1324;370;master_account;0;/world-university-rankings/al-farabi-kazakh-national-university;131293;Kazakhstan;24.303;5,9;10%;59:41:00;Al-Farabi Kazakh National University;Electrical & Electronic Engineering,Law,Sport Science,Communication & Media Studies,Accounting & Finance,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Other Health,Physics & Astronomy,Business & Management,Medicine & Dentistry,General Engineering,Chemistry,Archaeology,Chemical Engineering,Psychology,Computer Science,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Sociology,History, Philosophy & Theology,Mathematics & Statistics,Geography,Languages, Literature & Linguistics,Civil Engineering,Education;False;False;False
Bandung Institute of Technology (ITB);12240;1097;960;1459;1195;1168;master_account;0;/world-university-rankings/bandung-institute-technology-itb;589106;Indonesia;27.774;15,3;3%;43:57:00;Bandung Institute of Technology (ITB);Art, Performing Arts & Design,Chemical Engineering,Chemistry,General Engineering,Physics & Astronomy,Accounting & Finance,Computer Science,Mathematics & Statistics,Law,Archaeology,Biological Sciences,Education,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Sociology,Economics & Econometrics,History, Philosophy & Theology,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Architecture,Veterinary Science,Politics & International Studies (incl Development Studies),Business & Management,Medicine & Dentistry,Electrical & Electronic Engineering,Geography,Civil Engineering,Sport Science,Psychology,Other Health,Communication & Media Studies;False;False;False
Belarusian State University;12260;969;1458;1731;718;449;master_account;0;/world-university-rankings/belarusian-state-university;131559;Belarus;23.030;7,6;19%;62:38:00;Belarusian State University;Computer Science,Languages, Literature & Linguistics,Chemistry,Art, Performing Arts & Design,Physics & Astronomy,Mathematics & Statistics,History, Philosophy & Theology,Sociology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Biological Sciences,Electrical & Electronic Engineering;False;False;True
Far Eastern Federal University;12650;612;832;1657;1275;527;master_account;0;/world-university-rankings/far-eastern-federal-university;131577;Russian Federation;15.631;12,9;21%;59:41:00;Far Eastern Federal University;Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Computer Science,Mathematics & Statistics,Education,Geography,Other Health,Medicine & Dentistry,Business & Management,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Agriculture & Forestry,Accounting & Finance,Psychology,Civil Engineering,Architecture,Physics & Astronomy,Electrical & Electronic Engineering,Art, Performing Arts & Design,Chemistry,Archaeology,Sport Science,Economics & Econometrics,Law,Geology, Environmental, Earth & Marine Sciences,General Engineering,Biological Sciences,Sociology,Communication & Media Studies,Chemical Engineering;False;False;True
University of the Philippines;13890;977;1098;1246;1409;1174;master_account;0;/world-university-rankings/university-philippines;131459;Philippines;53.676;11,1;0%;59:41:00;University of the Philippines;Languages, Literature & Linguistics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Architecture,Biological Sciences,Business & Management,Electrical & Electronic Engineering,Chemistry,Accounting & Finance,Archaeology,Veterinary Science,Economics & Econometrics,Other Health,Chemical Engineering,Communication & Media Studies,General Engineering,Physics & Astronomy,Psychology,History, Philosophy & Theology,Civil Engineering,Sociology,Medicine & Dentistry,Sport Science,Education,Computer Science,Mathematics & Statistics,Law,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Geography;False;False;False
